Date Key,Calender Date Start,Calender Date End,Weekday Number,Day,Day Abbreviated,Day Of Month,Is Weekend,Is Weekday,Month Of Year,Month,Month Abbreviated,Year
3734,23/03/2003 00:00,23/03/2003 23:59,0,Sunday,Sun,23,1,0,3,March,Mar,2003
3735,24/03/2003 00:00,24/03/2003 23:59,1,Monday,Mon,24,0,1,3,March,Mar,2003
3736,25/03/2003 00:00,25/03/2003 23:59,2,Tuesday,Tue,25,0,1,3,March,Mar,2003
3737,26/03/2003 00:00,26/03/2003 23:59,3,Wednesday,Wed,26,0,1,3,March,Mar,2003
3738,27/03/2003 00:00,27/03/2003 23:59,4,Thursday,Thu,27,0,1,3,March,Mar,2003
3739,28/03/2003 00:00,28/03/2003 23:59,5,Friday,Fri,28,0,1,3,March,Mar,2003
3740,29/03/2003 00:00,29/03/2003 23:59,6,Saturday,Sat,29,1,0,3,March,Mar,2003
3741,30/03/2003 00:00,30/03/2003 23:59,0,Sunday,Sun,30,1,0,3,March,Mar,2003
3742,31/03/2003 00:00,31/03/2003 23:59,1,Monday,Mon,31,0,1,3,March,Mar,2003
3743,01/04/2003 00:00,01/04/2003 23:59,2,Tuesday,Tue,1,0,1,4,April,Apr,2003
3744,02/04/2003 00:00,02/04/2003 23:59,3,Wednesday,Wed,2,0,1,4,April,Apr,2003
3745,03/04/2003 00:00,03/04/2003 23:59,4,Thursday,Thu,3,0,1,4,April,Apr,2003
3746,04/04/2003 00:00,04/04/2003 23:59,5,Friday,Fri,4,0,1,4,April,Apr,2003
3747,05/04/2003 00:00,05/04/2003 23:59,6,Saturday,Sat,5,1,0,4,April,Apr,2003
3748,06/04/2003 00:00,06/04/2003 23:59,0,Sunday,Sun,6,1,0,4,April,Apr,2003
3749,07/04/2003 00:00,07/04/2003 23:59,1,Monday,Mon,7,0,1,4,April,Apr,2003
3750,08/04/2003 00:00,08/04/2003 23:59,2,Tuesday,Tue,8,0,1,4,April,Apr,2003
3751,09/04/2003 00:00,09/04/2003 23:59,3,Wednesday,Wed,9,0,1,4,April,Apr,2003
3752,10/04/2003 00:00,10/04/2003 23:59,4,Thursday,Thu,10,0,1,4,April,Apr,2003
3753,11/04/2003 00:00,11/04/2003 23:59,5,Friday,Fri,11,0,1,4,April,Apr,2003
3754,12/04/2003 00:00,12/04/2003 23:59,6,Saturday,Sat,12,1,0,4,April,Apr,2003
3755,13/04/2003 00:00,13/04/2003 23:59,0,Sunday,Sun,13,1,0,4,April,Apr,2003
3756,14/04/2003 00:00,14/04/2003 23:59,1,Monday,Mon,14,0,1,4,April,Apr,2003
3757,15/04/2003 00:00,15/04/2003 23:59,2,Tuesday,Tue,15,0,1,4,April,Apr,2003
3758,16/04/2003 00:00,16/04/2003 23:59,3,Wednesday,Wed,16,0,1,4,April,Apr,2003
3759,17/04/2003 00:00,17/04/2003 23:59,4,Thursday,Thu,17,0,1,4,April,Apr,2003
3760,18/04/2003 00:00,18/04/2003 23:59,5,Friday,Fri,18,0,1,4,April,Apr,2003
3761,19/04/2003 00:00,19/04/2003 23:59,6,Saturday,Sat,19,1,0,4,April,Apr,2003
3762,20/04/2003 00:00,20/04/2003 23:59,0,Sunday,Sun,20,1,0,4,April,Apr,2003
3763,21/04/2003 00:00,21/04/2003 23:59,1,Monday,Mon,21,0,1,4,April,Apr,2003
3764,22/04/2003 00:00,22/04/2003 23:59,2,Tuesday,Tue,22,0,1,4,April,Apr,2003
3765,23/04/2003 00:00,23/04/2003 23:59,3,Wednesday,Wed,23,0,1,4,April,Apr,2003
3766,24/04/2003 00:00,24/04/2003 23:59,4,Thursday,Thu,24,0,1,4,April,Apr,2003
3767,25/04/2003 00:00,25/04/2003 23:59,5,Friday,Fri,25,0,1,4,April,Apr,2003
3768,26/04/2003 00:00,26/04/2003 23:59,6,Saturday,Sat,26,1,0,4,April,Apr,2003
3769,27/04/2003 00:00,27/04/2003 23:59,0,Sunday,Sun,27,1,0,4,April,Apr,2003
3770,28/04/2003 00:00,28/04/2003 23:59,1,Monday,Mon,28,0,1,4,April,Apr,2003
3771,29/04/2003 00:00,29/04/2003 23:59,2,Tuesday,Tue,29,0,1,4,April,Apr,2003
3772,30/04/2003 00:00,30/04/2003 23:59,3,Wednesday,Wed,30,0,1,4,April,Apr,2003
3773,01/05/2003 00:00,01/05/2003 23:59,4,Thursday,Thu,1,0,1,5,May,May,2003
3774,02/05/2003 00:00,02/05/2003 23:59,5,Friday,Fri,2,0,1,5,May,May,2003
3775,03/05/2003 00:00,03/05/2003 23:59,6,Saturday,Sat,3,1,0,5,May,May,2003
3776,04/05/2003 00:00,04/05/2003 23:59,0,Sunday,Sun,4,1,0,5,May,May,2003
3777,05/05/2003 00:00,05/05/2003 23:59,1,Monday,Mon,5,0,1,5,May,May,2003
3778,06/05/2003 00:00,06/05/2003 23:59,2,Tuesday,Tue,6,0,1,5,May,May,2003
3779,07/05/2003 00:00,07/05/2003 23:59,3,Wednesday,Wed,7,0,1,5,May,May,2003
3780,08/05/2003 00:00,08/05/2003 23:59,4,Thursday,Thu,8,0,1,5,May,May,2003
3781,09/05/2003 00:00,09/05/2003 23:59,5,Friday,Fri,9,0,1,5,May,May,2003
3782,10/05/2003 00:00,10/05/2003 23:59,6,Saturday,Sat,10,1,0,5,May,May,2003
3783,11/05/2003 00:00,11/05/2003 23:59,0,Sunday,Sun,11,1,0,5,May,May,2003
3784,12/05/2003 00:00,12/05/2003 23:59,1,Monday,Mon,12,0,1,5,May,May,2003
3785,13/05/2003 00:00,13/05/2003 23:59,2,Tuesday,Tue,13,0,1,5,May,May,2003
3786,14/05/2003 00:00,14/05/2003 23:59,3,Wednesday,Wed,14,0,1,5,May,May,2003
3787,15/05/2003 00:00,15/05/2003 23:59,4,Thursday,Thu,15,0,1,5,May,May,2003
3788,16/05/2003 00:00,16/05/2003 23:59,5,Friday,Fri,16,0,1,5,May,May,2003
3789,17/05/2003 00:00,17/05/2003 23:59,6,Saturday,Sat,17,1,0,5,May,May,2003
3790,18/05/2003 00:00,18/05/2003 23:59,0,Sunday,Sun,18,1,0,5,May,May,2003
3791,19/05/2003 00:00,19/05/2003 23:59,1,Monday,Mon,19,0,1,5,May,May,2003
3792,20/05/2003 00:00,20/05/2003 23:59,2,Tuesday,Tue,20,0,1,5,May,May,2003
3793,21/05/2003 00:00,21/05/2003 23:59,3,Wednesday,Wed,21,0,1,5,May,May,2003
3794,22/05/2003 00:00,22/05/2003 23:59,4,Thursday,Thu,22,0,1,5,May,May,2003
3795,23/05/2003 00:00,23/05/2003 23:59,5,Friday,Fri,23,0,1,5,May,May,2003
3796,24/05/2003 00:00,24/05/2003 23:59,6,Saturday,Sat,24,1,0,5,May,May,2003
3797,25/05/2003 00:00,25/05/2003 23:59,0,Sunday,Sun,25,1,0,5,May,May,2003
3798,26/05/2003 00:00,26/05/2003 23:59,1,Monday,Mon,26,0,1,5,May,May,2003
3799,27/05/2003 00:00,27/05/2003 23:59,2,Tuesday,Tue,27,0,1,5,May,May,2003
3800,28/05/2003 00:00,28/05/2003 23:59,3,Wednesday,Wed,28,0,1,5,May,May,2003
3801,29/05/2003 00:00,29/05/2003 23:59,4,Thursday,Thu,29,0,1,5,May,May,2003
3802,30/05/2003 00:00,30/05/2003 23:59,5,Friday,Fri,30,0,1,5,May,May,2003
3803,31/05/2003 00:00,31/05/2003 23:59,6,Saturday,Sat,31,1,0,5,May,May,2003
3804,01/06/2003 00:00,01/06/2003 23:59,0,Sunday,Sun,1,1,0,6,June,Jun,2003
3805,02/06/2003 00:00,02/06/2003 23:59,1,Monday,Mon,2,0,1,6,June,Jun,2003
3806,03/06/2003 00:00,03/06/2003 23:59,2,Tuesday,Tue,3,0,1,6,June,Jun,2003
3807,04/06/2003 00:00,04/06/2003 23:59,3,Wednesday,Wed,4,0,1,6,June,Jun,2003
3808,05/06/2003 00:00,05/06/2003 23:59,4,Thursday,Thu,5,0,1,6,June,Jun,2003
3809,06/06/2003 00:00,06/06/2003 23:59,5,Friday,Fri,6,0,1,6,June,Jun,2003
3810,07/06/2003 00:00,07/06/2003 23:59,6,Saturday,Sat,7,1,0,6,June,Jun,2003
3811,08/06/2003 00:00,08/06/2003 23:59,0,Sunday,Sun,8,1,0,6,June,Jun,2003
3812,09/06/2003 00:00,09/06/2003 23:59,1,Monday,Mon,9,0,1,6,June,Jun,2003
3813,10/06/2003 00:00,10/06/2003 23:59,2,Tuesday,Tue,10,0,1,6,June,Jun,2003
3814,11/06/2003 00:00,11/06/2003 23:59,3,Wednesday,Wed,11,0,1,6,June,Jun,2003
3815,12/06/2003 00:00,12/06/2003 23:59,4,Thursday,Thu,12,0,1,6,June,Jun,2003
3816,13/06/2003 00:00,13/06/2003 23:59,5,Friday,Fri,13,0,1,6,June,Jun,2003
3817,14/06/2003 00:00,14/06/2003 23:59,6,Saturday,Sat,14,1,0,6,June,Jun,2003
3818,15/06/2003 00:00,15/06/2003 23:59,0,Sunday,Sun,15,1,0,6,June,Jun,2003
3819,16/06/2003 00:00,16/06/2003 23:59,1,Monday,Mon,16,0,1,6,June,Jun,2003
3820,17/06/2003 00:00,17/06/2003 23:59,2,Tuesday,Tue,17,0,1,6,June,Jun,2003
3821,18/06/2003 00:00,18/06/2003 23:59,3,Wednesday,Wed,18,0,1,6,June,Jun,2003
3822,19/06/2003 00:00,19/06/2003 23:59,4,Thursday,Thu,19,0,1,6,June,Jun,2003
3823,20/06/2003 00:00,20/06/2003 23:59,5,Friday,Fri,20,0,1,6,June,Jun,2003
3824,21/06/2003 00:00,21/06/2003 23:59,6,Saturday,Sat,21,1,0,6,June,Jun,2003
3825,22/06/2003 00:00,22/06/2003 23:59,0,Sunday,Sun,22,1,0,6,June,Jun,2003
3826,23/06/2003 00:00,23/06/2003 23:59,1,Monday,Mon,23,0,1,6,June,Jun,2003
3827,24/06/2003 00:00,24/06/2003 23:59,2,Tuesday,Tue,24,0,1,6,June,Jun,2003
3828,25/06/2003 00:00,25/06/2003 23:59,3,Wednesday,Wed,25,0,1,6,June,Jun,2003
3829,26/06/2003 00:00,26/06/2003 23:59,4,Thursday,Thu,26,0,1,6,June,Jun,2003
3830,27/06/2003 00:00,27/06/2003 23:59,5,Friday,Fri,27,0,1,6,June,Jun,2003
3831,28/06/2003 00:00,28/06/2003 23:59,6,Saturday,Sat,28,1,0,6,June,Jun,2003
3832,29/06/2003 00:00,29/06/2003 23:59,0,Sunday,Sun,29,1,0,6,June,Jun,2003
3833,30/06/2003 00:00,30/06/2003 23:59,1,Monday,Mon,30,0,1,6,June,Jun,2003
3834,01/07/2003 00:00,01/07/2003 23:59,2,Tuesday,Tue,1,0,1,7,July,Jul,2003
3835,02/07/2003 00:00,02/07/2003 23:59,3,Wednesday,Wed,2,0,1,7,July,Jul,2003
3836,03/07/2003 00:00,03/07/2003 23:59,4,Thursday,Thu,3,0,1,7,July,Jul,2003
3837,04/07/2003 00:00,04/07/2003 23:59,5,Friday,Fri,4,0,1,7,July,Jul,2003
3838,05/07/2003 00:00,05/07/2003 23:59,6,Saturday,Sat,5,1,0,7,July,Jul,2003
3839,06/07/2003 00:00,06/07/2003 23:59,0,Sunday,Sun,6,1,0,7,July,Jul,2003
3840,07/07/2003 00:00,07/07/2003 23:59,1,Monday,Mon,7,0,1,7,July,Jul,2003
3841,08/07/2003 00:00,08/07/2003 23:59,2,Tuesday,Tue,8,0,1,7,July,Jul,2003
3842,09/07/2003 00:00,09/07/2003 23:59,3,Wednesday,Wed,9,0,1,7,July,Jul,2003
3843,10/07/2003 00:00,10/07/2003 23:59,4,Thursday,Thu,10,0,1,7,July,Jul,2003
3844,11/07/2003 00:00,11/07/2003 23:59,5,Friday,Fri,11,0,1,7,July,Jul,2003
3845,12/07/2003 00:00,12/07/2003 23:59,6,Saturday,Sat,12,1,0,7,July,Jul,2003
3846,13/07/2003 00:00,13/07/2003 23:59,0,Sunday,Sun,13,1,0,7,July,Jul,2003
3847,14/07/2003 00:00,14/07/2003 23:59,1,Monday,Mon,14,0,1,7,July,Jul,2003
3848,15/07/2003 00:00,15/07/2003 23:59,2,Tuesday,Tue,15,0,1,7,July,Jul,2003
3849,16/07/2003 00:00,16/07/2003 23:59,3,Wednesday,Wed,16,0,1,7,July,Jul,2003
3850,17/07/2003 00:00,17/07/2003 23:59,4,Thursday,Thu,17,0,1,7,July,Jul,2003
3851,18/07/2003 00:00,18/07/2003 23:59,5,Friday,Fri,18,0,1,7,July,Jul,2003
3852,19/07/2003 00:00,19/07/2003 23:59,6,Saturday,Sat,19,1,0,7,July,Jul,2003
3853,20/07/2003 00:00,20/07/2003 23:59,0,Sunday,Sun,20,1,0,7,July,Jul,2003
3854,21/07/2003 00:00,21/07/2003 23:59,1,Monday,Mon,21,0,1,7,July,Jul,2003
3855,22/07/2003 00:00,22/07/2003 23:59,2,Tuesday,Tue,22,0,1,7,July,Jul,2003
3856,23/07/2003 00:00,23/07/2003 23:59,3,Wednesday,Wed,23,0,1,7,July,Jul,2003
3857,24/07/2003 00:00,24/07/2003 23:59,4,Thursday,Thu,24,0,1,7,July,Jul,2003
3858,25/07/2003 00:00,25/07/2003 23:59,5,Friday,Fri,25,0,1,7,July,Jul,2003
3859,26/07/2003 00:00,26/07/2003 23:59,6,Saturday,Sat,26,1,0,7,July,Jul,2003
3860,27/07/2003 00:00,27/07/2003 23:59,0,Sunday,Sun,27,1,0,7,July,Jul,2003
3861,28/07/2003 00:00,28/07/2003 23:59,1,Monday,Mon,28,0,1,7,July,Jul,2003
3862,29/07/2003 00:00,29/07/2003 23:59,2,Tuesday,Tue,29,0,1,7,July,Jul,2003
3863,30/07/2003 00:00,30/07/2003 23:59,3,Wednesday,Wed,30,0,1,7,July,Jul,2003
3864,31/07/2003 00:00,31/07/2003 23:59,4,Thursday,Thu,31,0,1,7,July,Jul,2003
3865,01/08/2003 00:00,01/08/2003 23:59,5,Friday,Fri,1,0,1,8,August,Aug,2003
3866,02/08/2003 00:00,02/08/2003 23:59,6,Saturday,Sat,2,1,0,8,August,Aug,2003
3867,03/08/2003 00:00,03/08/2003 23:59,0,Sunday,Sun,3,1,0,8,August,Aug,2003
3868,04/08/2003 00:00,04/08/2003 23:59,1,Monday,Mon,4,0,1,8,August,Aug,2003
3869,05/08/2003 00:00,05/08/2003 23:59,2,Tuesday,Tue,5,0,1,8,August,Aug,2003
3870,06/08/2003 00:00,06/08/2003 23:59,3,Wednesday,Wed,6,0,1,8,August,Aug,2003
3871,07/08/2003 00:00,07/08/2003 23:59,4,Thursday,Thu,7,0,1,8,August,Aug,2003
3872,08/08/2003 00:00,08/08/2003 23:59,5,Friday,Fri,8,0,1,8,August,Aug,2003
3873,09/08/2003 00:00,09/08/2003 23:59,6,Saturday,Sat,9,1,0,8,August,Aug,2003
3874,10/08/2003 00:00,10/08/2003 23:59,0,Sunday,Sun,10,1,0,8,August,Aug,2003
3875,11/08/2003 00:00,11/08/2003 23:59,1,Monday,Mon,11,0,1,8,August,Aug,2003
3876,12/08/2003 00:00,12/08/2003 23:59,2,Tuesday,Tue,12,0,1,8,August,Aug,2003
3877,13/08/2003 00:00,13/08/2003 23:59,3,Wednesday,Wed,13,0,1,8,August,Aug,2003
3878,14/08/2003 00:00,14/08/2003 23:59,4,Thursday,Thu,14,0,1,8,August,Aug,2003
3879,15/08/2003 00:00,15/08/2003 23:59,5,Friday,Fri,15,0,1,8,August,Aug,2003
3880,16/08/2003 00:00,16/08/2003 23:59,6,Saturday,Sat,16,1,0,8,August,Aug,2003
3881,17/08/2003 00:00,17/08/2003 23:59,0,Sunday,Sun,17,1,0,8,August,Aug,2003
3882,18/08/2003 00:00,18/08/2003 23:59,1,Monday,Mon,18,0,1,8,August,Aug,2003
3883,19/08/2003 00:00,19/08/2003 23:59,2,Tuesday,Tue,19,0,1,8,August,Aug,2003
3884,20/08/2003 00:00,20/08/2003 23:59,3,Wednesday,Wed,20,0,1,8,August,Aug,2003
3885,21/08/2003 00:00,21/08/2003 23:59,4,Thursday,Thu,21,0,1,8,August,Aug,2003
3886,22/08/2003 00:00,22/08/2003 23:59,5,Friday,Fri,22,0,1,8,August,Aug,2003
3887,23/08/2003 00:00,23/08/2003 23:59,6,Saturday,Sat,23,1,0,8,August,Aug,2003
3888,24/08/2003 00:00,24/08/2003 23:59,0,Sunday,Sun,24,1,0,8,August,Aug,2003
3889,25/08/2003 00:00,25/08/2003 23:59,1,Monday,Mon,25,0,1,8,August,Aug,2003
3890,26/08/2003 00:00,26/08/2003 23:59,2,Tuesday,Tue,26,0,1,8,August,Aug,2003
3891,27/08/2003 00:00,27/08/2003 23:59,3,Wednesday,Wed,27,0,1,8,August,Aug,2003
3892,28/08/2003 00:00,28/08/2003 23:59,4,Thursday,Thu,28,0,1,8,August,Aug,2003
3893,29/08/2003 00:00,29/08/2003 23:59,5,Friday,Fri,29,0,1,8,August,Aug,2003
3894,30/08/2003 00:00,30/08/2003 23:59,6,Saturday,Sat,30,1,0,8,August,Aug,2003
3895,31/08/2003 00:00,31/08/2003 23:59,0,Sunday,Sun,31,1,0,8,August,Aug,2003
3896,01/09/2003 00:00,01/09/2003 23:59,1,Monday,Mon,1,0,1,9,September,Sep,2003
3897,02/09/2003 00:00,02/09/2003 23:59,2,Tuesday,Tue,2,0,1,9,September,Sep,2003
3898,03/09/2003 00:00,03/09/2003 23:59,3,Wednesday,Wed,3,0,1,9,September,Sep,2003
3899,04/09/2003 00:00,04/09/2003 23:59,4,Thursday,Thu,4,0,1,9,September,Sep,2003
3900,05/09/2003 00:00,05/09/2003 23:59,5,Friday,Fri,5,0,1,9,September,Sep,2003
3901,06/09/2003 00:00,06/09/2003 23:59,6,Saturday,Sat,6,1,0,9,September,Sep,2003
3902,07/09/2003 00:00,07/09/2003 23:59,0,Sunday,Sun,7,1,0,9,September,Sep,2003
3903,08/09/2003 00:00,08/09/2003 23:59,1,Monday,Mon,8,0,1,9,September,Sep,2003
3904,09/09/2003 00:00,09/09/2003 23:59,2,Tuesday,Tue,9,0,1,9,September,Sep,2003
3905,10/09/2003 00:00,10/09/2003 23:59,3,Wednesday,Wed,10,0,1,9,September,Sep,2003
3906,11/09/2003 00:00,11/09/2003 23:59,4,Thursday,Thu,11,0,1,9,September,Sep,2003
3907,12/09/2003 00:00,12/09/2003 23:59,5,Friday,Fri,12,0,1,9,September,Sep,2003
3908,13/09/2003 00:00,13/09/2003 23:59,6,Saturday,Sat,13,1,0,9,September,Sep,2003
3909,14/09/2003 00:00,14/09/2003 23:59,0,Sunday,Sun,14,1,0,9,September,Sep,2003
3910,15/09/2003 00:00,15/09/2003 23:59,1,Monday,Mon,15,0,1,9,September,Sep,2003
3911,16/09/2003 00:00,16/09/2003 23:59,2,Tuesday,Tue,16,0,1,9,September,Sep,2003
3912,17/09/2003 00:00,17/09/2003 23:59,3,Wednesday,Wed,17,0,1,9,September,Sep,2003
3913,18/09/2003 00:00,18/09/2003 23:59,4,Thursday,Thu,18,0,1,9,September,Sep,2003
3914,19/09/2003 00:00,19/09/2003 23:59,5,Friday,Fri,19,0,1,9,September,Sep,2003
3915,20/09/2003 00:00,20/09/2003 23:59,6,Saturday,Sat,20,1,0,9,September,Sep,2003
3916,21/09/2003 00:00,21/09/2003 23:59,0,Sunday,Sun,21,1,0,9,September,Sep,2003
3917,22/09/2003 00:00,22/09/2003 23:59,1,Monday,Mon,22,0,1,9,September,Sep,2003
3918,23/09/2003 00:00,23/09/2003 23:59,2,Tuesday,Tue,23,0,1,9,September,Sep,2003
3919,24/09/2003 00:00,24/09/2003 23:59,3,Wednesday,Wed,24,0,1,9,September,Sep,2003
3920,25/09/2003 00:00,25/09/2003 23:59,4,Thursday,Thu,25,0,1,9,September,Sep,2003
3921,26/09/2003 00:00,26/09/2003 23:59,5,Friday,Fri,26,0,1,9,September,Sep,2003
3922,27/09/2003 00:00,27/09/2003 23:59,6,Saturday,Sat,27,1,0,9,September,Sep,2003
3923,28/09/2003 00:00,28/09/2003 23:59,0,Sunday,Sun,28,1,0,9,September,Sep,2003
3924,29/09/2003 00:00,29/09/2003 23:59,1,Monday,Mon,29,0,1,9,September,Sep,2003
3925,30/09/2003 00:00,30/09/2003 23:59,2,Tuesday,Tue,30,0,1,9,September,Sep,2003
3926,01/10/2003 00:00,01/10/2003 23:59,3,Wednesday,Wed,1,0,1,10,October,Oct,2003
3927,02/10/2003 00:00,02/10/2003 23:59,4,Thursday,Thu,2,0,1,10,October,Oct,2003
3928,03/10/2003 00:00,03/10/2003 23:59,5,Friday,Fri,3,0,1,10,October,Oct,2003
3929,04/10/2003 00:00,04/10/2003 23:59,6,Saturday,Sat,4,1,0,10,October,Oct,2003
3930,05/10/2003 00:00,05/10/2003 23:59,0,Sunday,Sun,5,1,0,10,October,Oct,2003
3931,06/10/2003 00:00,06/10/2003 23:59,1,Monday,Mon,6,0,1,10,October,Oct,2003
3932,07/10/2003 00:00,07/10/2003 23:59,2,Tuesday,Tue,7,0,1,10,October,Oct,2003
3933,08/10/2003 00:00,08/10/2003 23:59,3,Wednesday,Wed,8,0,1,10,October,Oct,2003
3934,09/10/2003 00:00,09/10/2003 23:59,4,Thursday,Thu,9,0,1,10,October,Oct,2003
3935,10/10/2003 00:00,10/10/2003 23:59,5,Friday,Fri,10,0,1,10,October,Oct,2003
3936,11/10/2003 00:00,11/10/2003 23:59,6,Saturday,Sat,11,1,0,10,October,Oct,2003
3937,12/10/2003 00:00,12/10/2003 23:59,0,Sunday,Sun,12,1,0,10,October,Oct,2003
3938,13/10/2003 00:00,13/10/2003 23:59,1,Monday,Mon,13,0,1,10,October,Oct,2003
3939,14/10/2003 00:00,14/10/2003 23:59,2,Tuesday,Tue,14,0,1,10,October,Oct,2003
3940,15/10/2003 00:00,15/10/2003 23:59,3,Wednesday,Wed,15,0,1,10,October,Oct,2003
3941,16/10/2003 00:00,16/10/2003 23:59,4,Thursday,Thu,16,0,1,10,October,Oct,2003
3942,17/10/2003 00:00,17/10/2003 23:59,5,Friday,Fri,17,0,1,10,October,Oct,2003
3943,18/10/2003 00:00,18/10/2003 23:59,6,Saturday,Sat,18,1,0,10,October,Oct,2003
3944,19/10/2003 00:00,19/10/2003 23:59,0,Sunday,Sun,19,1,0,10,October,Oct,2003
3945,20/10/2003 00:00,20/10/2003 23:59,1,Monday,Mon,20,0,1,10,October,Oct,2003
3946,21/10/2003 00:00,21/10/2003 23:59,2,Tuesday,Tue,21,0,1,10,October,Oct,2003
3947,22/10/2003 00:00,22/10/2003 23:59,3,Wednesday,Wed,22,0,1,10,October,Oct,2003
3948,23/10/2003 00:00,23/10/2003 23:59,4,Thursday,Thu,23,0,1,10,October,Oct,2003
3949,24/10/2003 00:00,24/10/2003 23:59,5,Friday,Fri,24,0,1,10,October,Oct,2003
3950,25/10/2003 00:00,25/10/2003 23:59,6,Saturday,Sat,25,1,0,10,October,Oct,2003
3951,26/10/2003 00:00,26/10/2003 23:59,0,Sunday,Sun,26,1,0,10,October,Oct,2003
3952,27/10/2003 00:00,27/10/2003 23:59,1,Monday,Mon,27,0,1,10,October,Oct,2003
3953,28/10/2003 00:00,28/10/2003 23:59,2,Tuesday,Tue,28,0,1,10,October,Oct,2003
3954,29/10/2003 00:00,29/10/2003 23:59,3,Wednesday,Wed,29,0,1,10,October,Oct,2003
3955,30/10/2003 00:00,30/10/2003 23:59,4,Thursday,Thu,30,0,1,10,October,Oct,2003
3956,31/10/2003 00:00,31/10/2003 23:59,5,Friday,Fri,31,0,1,10,October,Oct,2003
3957,01/11/2003 00:00,01/11/2003 23:59,6,Saturday,Sat,1,1,0,11,November,Nov,2003
3958,02/11/2003 00:00,02/11/2003 23:59,0,Sunday,Sun,2,1,0,11,November,Nov,2003
3959,03/11/2003 00:00,03/11/2003 23:59,1,Monday,Mon,3,0,1,11,November,Nov,2003
3960,04/11/2003 00:00,04/11/2003 23:59,2,Tuesday,Tue,4,0,1,11,November,Nov,2003
3961,05/11/2003 00:00,05/11/2003 23:59,3,Wednesday,Wed,5,0,1,11,November,Nov,2003
3962,06/11/2003 00:00,06/11/2003 23:59,4,Thursday,Thu,6,0,1,11,November,Nov,2003
3963,07/11/2003 00:00,07/11/2003 23:59,5,Friday,Fri,7,0,1,11,November,Nov,2003
3964,08/11/2003 00:00,08/11/2003 23:59,6,Saturday,Sat,8,1,0,11,November,Nov,2003
3965,09/11/2003 00:00,09/11/2003 23:59,0,Sunday,Sun,9,1,0,11,November,Nov,2003
3966,10/11/2003 00:00,10/11/2003 23:59,1,Monday,Mon,10,0,1,11,November,Nov,2003
3967,11/11/2003 00:00,11/11/2003 23:59,2,Tuesday,Tue,11,0,1,11,November,Nov,2003
3968,12/11/2003 00:00,12/11/2003 23:59,3,Wednesday,Wed,12,0,1,11,November,Nov,2003
3969,13/11/2003 00:00,13/11/2003 23:59,4,Thursday,Thu,13,0,1,11,November,Nov,2003
3970,14/11/2003 00:00,14/11/2003 23:59,5,Friday,Fri,14,0,1,11,November,Nov,2003
3971,15/11/2003 00:00,15/11/2003 23:59,6,Saturday,Sat,15,1,0,11,November,Nov,2003
3972,16/11/2003 00:00,16/11/2003 23:59,0,Sunday,Sun,16,1,0,11,November,Nov,2003
3973,17/11/2003 00:00,17/11/2003 23:59,1,Monday,Mon,17,0,1,11,November,Nov,2003
3974,18/11/2003 00:00,18/11/2003 23:59,2,Tuesday,Tue,18,0,1,11,November,Nov,2003
3975,19/11/2003 00:00,19/11/2003 23:59,3,Wednesday,Wed,19,0,1,11,November,Nov,2003
3976,20/11/2003 00:00,20/11/2003 23:59,4,Thursday,Thu,20,0,1,11,November,Nov,2003
3977,21/11/2003 00:00,21/11/2003 23:59,5,Friday,Fri,21,0,1,11,November,Nov,2003
3978,22/11/2003 00:00,22/11/2003 23:59,6,Saturday,Sat,22,1,0,11,November,Nov,2003
3979,23/11/2003 00:00,23/11/2003 23:59,0,Sunday,Sun,23,1,0,11,November,Nov,2003
3980,24/11/2003 00:00,24/11/2003 23:59,1,Monday,Mon,24,0,1,11,November,Nov,2003
3981,25/11/2003 00:00,25/11/2003 23:59,2,Tuesday,Tue,25,0,1,11,November,Nov,2003
3982,26/11/2003 00:00,26/11/2003 23:59,3,Wednesday,Wed,26,0,1,11,November,Nov,2003
3983,27/11/2003 00:00,27/11/2003 23:59,4,Thursday,Thu,27,0,1,11,November,Nov,2003
3984,28/11/2003 00:00,28/11/2003 23:59,5,Friday,Fri,28,0,1,11,November,Nov,2003
3985,29/11/2003 00:00,29/11/2003 23:59,6,Saturday,Sat,29,1,0,11,November,Nov,2003
3986,30/11/2003 00:00,30/11/2003 23:59,0,Sunday,Sun,30,1,0,11,November,Nov,2003
3987,01/12/2003 00:00,01/12/2003 23:59,1,Monday,Mon,1,0,1,12,December,Dec,2003
3988,02/12/2003 00:00,02/12/2003 23:59,2,Tuesday,Tue,2,0,1,12,December,Dec,2003
3989,03/12/2003 00:00,03/12/2003 23:59,3,Wednesday,Wed,3,0,1,12,December,Dec,2003
3990,04/12/2003 00:00,04/12/2003 23:59,4,Thursday,Thu,4,0,1,12,December,Dec,2003
3991,05/12/2003 00:00,05/12/2003 23:59,5,Friday,Fri,5,0,1,12,December,Dec,2003
3992,06/12/2003 00:00,06/12/2003 23:59,6,Saturday,Sat,6,1,0,12,December,Dec,2003
3993,07/12/2003 00:00,07/12/2003 23:59,0,Sunday,Sun,7,1,0,12,December,Dec,2003
3994,08/12/2003 00:00,08/12/2003 23:59,1,Monday,Mon,8,0,1,12,December,Dec,2003
3995,09/12/2003 00:00,09/12/2003 23:59,2,Tuesday,Tue,9,0,1,12,December,Dec,2003
3996,10/12/2003 00:00,10/12/2003 23:59,3,Wednesday,Wed,10,0,1,12,December,Dec,2003
